CID,NumberOfRings,NumberOfAromaticRings,ALogP,MolecularWeight,RotatableBondCount,HydrogenBondAcceptorCount,HydrogenBondDonorCount,TPSA,XlogP,EC50
2865851,5,3.0,0.0,359.416063,1,4,0,54.7,5.0,1.269
2867026,3,3.0,0.0,411.29176,6,3,1,51.2,4.6,1.681
2868128,6,5.0,0.0,419.47124,3,4,1,47.6,5.9,1.259
2868950,6,5.0,0.0,405.44466,2,4,1,47.6,5.6,0.204
2870302,3,3.0,0.0,457.32212,4,8,3,168.0,0.0,4.078
2870379,3,2.0,0.0,255.35474,1,2,1,29.1,4.2,1.096
2870482,3,2.0,0.0,490.39012,10,6,2,79.9,2.9,6.703
2872175,3,2.0,0.0,393.41756,6,8,1,160.0,3.6,0.1
2872283,3,2.0,0.0,364.37964,4,7,2,177.0,2.3,0.1
2872439,4,4.0,0.0,342.39052,3,3,2,62.2,4.4,0.306
2874606,4,3.0,0.0,482.20888,6,3,2,46.4,4.0,0.533
2875886,4,3.0,0.0,346.37922,4,5,1,74.4,4.0,0.243
2876575,3,3.0,0.0,336.3844,5,4,2,71.4,3.6,0.951
2876596,3,3.0,0.0,350.41098,6,4,2,71.4,4.0,0.532
2876611,3,3.0,0.0,354.83006,5,3,2,62.2,4.7,0.226
2876668,3,3.0,0.0,320.385,5,3,2,62.2,4.0,0.565
2876744,3,3.0,0.0,320.385,4,3,2,62.2,4.0,0.481
2876872,3,3.0,0.0,350.41098,6,4,2,71.4,4.0,0.527
2877061,3,3.0,0.0,410.85026,7,5,1,84.2,5.7,2.274
2877075,3,3.0,0.0,363.4528,6,4,2,65.5,4.1,0.48
2877555,3,3.0,0.0,323.34588,4,4,1,78.2,3.8,0.554
2879421,4,4.0,0.0,399.3042,4,3,0,54.3,0.0,2.286
2879915,3,2.0,0.0,398.4953,7,6,2,81.1,0.0,0.478
2881519,4,4.0,0.0,425.95102,6,3,3,63.7,0.0,2.12
2881753,4,3.0,0.0,469.83498,6,3,3,53.8,0.0,2.082
2882624,2,2.0,0.0,449.76704,8,5,2,63.9,0.0,0.685
2882626,5,1.0,0.0,393.99044,9,3,3,41.5,0.0,0.157
2882769,3,3.0,0.0,416.94096,9,4,1,43.7,0.0,0.653
2882825,2,1.0,0.0,369.96904,8,3,3,41.5,0.0,0.114
2882841,5,1.0,0.0,392.96262,7,3,2,41.6,0.0,1.834
2885301,3,3.0,0.0,347.19538,4,3,1,55.1,3.9,1.721
2885704,3,1.0,0.0,304.38736,2,5,0,55.5,2.7,0.661
2885878,2,2.0,0.0,418.5562,12,8,1,109.0,4.5,1.733
2886479,3,3.0,0.0,398.8627,5,4,1,100.0,5.5,1.45
2886681,4,2.0,0.0,380.35084,4,7,1,114.0,3.1,1.428
2887208,2,2.0,0.0,516.61354,4,4,3,131.0,5.6,2.22
2888353,5,2.0,0.0,596.15836,6,8,1,130.0,3.8,2.219
2888373,5,3.0,0.0,467.6036,4,6,1,116.0,4.7,1.42
2891886,6,4.0,0.0,531.04184,7,5,2,70.1,0.0,1.649
2892066,5,3.0,0.0,509.03632,7,5,2,70.1,0.0,1.816
2892340,3,2.0,0.0,425.54378,9,4,1,94.0,3.4,2.401
2892522,2,2.0,0.0,322.44394,8,3,1,36.4,3.5,0.463
2892638,3,2.0,0.0,474.41386,8,3,1,84.7,4.1,2.315
2893670,2,2.0,0.0,349.870003,9,3,1,20.3,0.0,0.111
2893801,3,2.0,0.0,317.333186,2,4,1,45.2,2.6,0.654
2894141,3,2.0,0.0,336.83638,3,4,0,58.6,3.0,0.838
2894929,2,2.0,0.0,474.83158,7,3,3,94.5,5.7,3.621
2896518,4,4.0,0.0,389.83434,4,4,2,75.1,4.4,0.488
2897066,1,1.0,0.0,215.71972,2,2,2,35.2,0.0,16.943
2897727,4,4.0,0.0,424.2794,4,4,2,75.1,5.0,0.253
2899456,3,1.0,0.0,379.429143,3,7,0,75.8,1.7,0.765
2900292,4,4.0,0.0,448.58042,9,5,2,84.4,5.3,2.208
2900686,5,3.0,0.0,458.547123,4,5,2,86.4,4.6,3.316
2902308,3,3.0,0.0,375.42542,4,8,2,169.0,3.3,0.995
2902679,2,2.0,0.0,392.91956,9,4,2,50.8,0.0,0.227
2902851,4,3.0,0.0,490.48638,5,10,3,185.0,0.0,1.306
2904045,2,2.0,0.0,342.16852,3,5,1,116.0,3.6,0.553
2904746,3,3.0,0.0,263.29722,2,3,2,90.2,2.1,0.142
2905052,2,2.0,0.0,277.29904,4,5,1,116.0,3.2,0.951
2905407,2,2.0,0.0,383.44258,6,7,1,159.0,3.4,2.245
2905580,2,2.0,0.0,297.71752,3,5,1,116.0,3.5,0.589
2905641,3,2.0,0.0,325.36176,3,5,0,69.4,3.0,0.399
2908311,4,4.0,0.0,366.84406,5,5,3,63.0,0.0,0.1
2908640,4,4.0,0.0,366.84406,5,5,3,63.0,0.0,0.1
2909238,4,3.0,0.0,326.81996,2,3,3,45.2,0.0,1.057
2911518,4,3.0,0.0,534.64322,11,8,2,99.5,0.0,1.493
2913226,5,2.0,0.0,397.50878,2,3,1,46.2,5.3,1.68
2914243,4,3.0,0.0,487.95918,6,8,1,120.0,4.1,1.381
2914346,3,2.0,0.0,425.84344,4,7,1,130.0,2.0,0.867
2914378,3,2.0,0.0,366.385563,5,5,1,66.5,3.8,1.231
2920318,3,3.0,0.0,386.82886,5,5,2,80.7,3.8,0.941
2920336,4,3.0,0.0,426.503723,6,5,1,74.9,4.2,1.626
2920402,3,3.0,0.0,340.80348,3,3,2,62.2,4.2,0.655
2920571,3,3.0,0.0,330.7656,4,4,2,75.4,3.4,1.967
2920952,3,3.0,0.0,405.53254,9,4,2,65.5,5.4,0.1
2921018,3,3.0,0.0,356.80288,4,4,2,71.4,3.8,0.647
2921215,3,3.0,0.0,389.27512,5,3,2,62.2,5.3,0.102
2921404,3,3.0,0.0,334.41158,4,3,2,62.2,4.3,0.337
2921524,4,3.0,0.0,411.92114,8,4,2,39.7,0.0,3.265
2921752,3,3.0,0.0,400.85544,6,5,2,80.7,4.2,0.96
2922048,3,3.0,0.0,403.3017,6,3,2,62.2,5.8,0.126
2922056,3,3.0,0.0,365.38256,4,5,2,108.0,3.9,1.337
2922086,3,3.0,0.0,356.80288,4,4,2,71.4,3.8,1.47
2922233,2,1.0,0.0,481.76584,8,8,2,99.5,0.0,0.1
2922724,3,2.0,0.0,387.4263,8,7,2,96.3,0.0,1.181
2922843,2,1.0,0.0,416.30674,7,6,2,87.1,0.0,2.157
2922988,4,2.0,0.0,472.60028,10,7,3,120.0,2.8,1.742
2923008,2,1.0,0.0,374.227,5,6,2,87.1,0.0,0.651
2923429,2,2.0,0.0,417.49534,11,7,3,105.0,0.0,0.611
2923488,3,2.0,0.0,399.437,8,7,2,104.0,0.0,0.889
2923509,2,1.0,0.0,393.26228,7,7,3,99.1,0.0,3.418
2923620,2,1.0,0.0,416.30674,7,6,2,87.1,0.0,0.75
2923700,2,2.0,0.0,366.79616,8,6,2,102.0,0.0,2.124
2923730,2,1.0,0.0,379.2357,5,7,2,90.3,0.0,0.516
2923765,2,2.0,0.0,258.35868,6,2,0,27.0,3.5,1.992
2923853,3,2.0,0.0,474.54666,12,9,2,109.0,0.0,0.633
2923968,2,1.0,0.0,452.72462,8,7,2,96.3,0.0,0.166
2923973,2,2.0,0.0,347.15078,5,6,2,102.0,0.0,2.494
2924336,2,1.0,0.0,391.86698,8,8,2,122.0,0.0,0.803
2924391,1,1.0,0.0,404.25298,10,7,3,105.0,0.0,3.359
2924412,2,1.0,0.0,418.27956,8,7,2,96.3,0.0,0.96
2924431,2,1.0,0.0,438.69804,8,7,2,96.3,0.0,1.457
2924484,2,2.0,0.0,431.52192,12,7,3,105.0,0.0,0.567
2924944,4,3.0,0.0,411.79526,4,6,2,116.0,4.0,0.519
2925459,5,2.0,0.0,436.9306,5,3,1,66.5,4.8,0.871
2926808,5,3.0,0.0,457.52098,6,5,0,70.2,3.5,2.453
2927347,5,3.0,0.0,458.57524,4,4,1,88.0,3.8,0.855
2927523,3,3.0,0.0,340.4393,5,4,2,90.5,4.2,0.489
2927953,4,4.0,0.0,422.92716,6,4,2,90.5,5.4,0.536
2928327,5,4.0,0.0,443.54076,8,7,1,66.7,4.8,1.354
2928544,3,3.0,0.0,454.60484,8,5,2,109.0,5.0,2.305
2928707,3,3.0,0.0,414.88202,7,5,2,80.7,4.6,1.204
2928973,4,3.0,0.0,349.81192,2,5,0,93.8,3.9,0.818
2928992,3,3.0,0.0,396.82698,5,5,2,99.8,4.5,1.819
2929884,3,3.0,0.0,360.85778,5,4,2,90.5,4.4,1.063
2930234,3,3.0,0.0,344.79218,5,4,2,75.4,3.8,3.438
2931771,5,1.0,0.0,287.3966,3,2,1,42.2,4.0,2.837
2932493,3,2.0,0.0,485.01822,7,4,2,81.8,4.0,3.433
2933964,2,2.0,0.0,458.73074,8,6,3,95.9,0.0,1.857
2934080,2,2.0,0.0,387.46936,10,6,2,87.1,0.0,0.213
2934155,1,1.0,0.0,345.363263,10,8,3,105.0,0.0,0.806
2934358,1,1.0,0.0,406.26886,10,7,3,105.0,0.0,0.106
2934508,1,1.0,0.0,325.39998,8,6,2,87.1,0.0,0.587
2935038,1,1.0,0.0,389.87102,10,7,3,105.0,0.0,0.148
2935107,2,1.0,0.0,419.92014,8,8,2,122.0,0.0,0.1
2935169,1,1.0,0.0,390.26946,7,6,2,87.1,0.0,0.196
2935573,1,1.0,0.0,390.26946,7,6,2,87.1,0.0,0.46
2935582,2,1.0,0.0,480.77778,8,7,2,96.3,0.0,0.393
2935648,2,1.0,0.0,409.5164,9,7,2,96.3,0.0,0.651
2935903,1,1.0,0.0,382.63478,6,6,2,87.1,0.0,0.535
2936055,1,1.0,0.0,329.776,7,6,2,87.1,0.0,0.559
2936073,1,1.0,0.0,412.66076,8,7,2,96.3,0.0,0.937
2936122,3,2.0,0.0,445.50544,9,8,2,106.0,0.0,1.01
2936804,5,4.0,0.0,499.56096,5,7,1,105.0,4.2,2.234
2937080,4,3.0,0.0,403.4703,6,4,0,48.0,5.0,2.239
2937784,4,3.0,0.0,496.57862,8,7,1,126.0,3.5,5.241
2939776,2,2.0,0.0,277.29904,3,5,1,116.0,3.3,0.687
2939837,2,2.0,0.0,363.86172,3,4,3,106.0,4.4,2.558
2941157,4,3.0,0.0,499.5808,9,7,2,130.0,4.8,2.914
2941217,4,2.0,0.0,544.45128,7,9,1,119.0,3.9,1.681
2941571,6,2.0,0.0,383.9541,6,2,2,21.3,0.0,2.363
2941574,5,4.0,0.0,441.48182,3,6,1,93.8,4.1,2.037
2941613,6,1.0,0.0,476.58898,5,7,1,124.0,3.0,2.318
2942009,2,1.0,0.0,290.18558,3,3,1,29.5,0.0,0.178
2942060,2,1.0,0.0,334.63658,3,3,1,29.5,0.0,0.1
2942243,2,1.0,0.0,273.730983,3,4,1,29.5,0.0,0.256
2942288,2,1.0,0.0,290.18558,3,3,1,29.5,0.0,0.1
2943134,3,3.0,0.0,387.874923,8,4,2,30.5,0.0,1.288
2943677,3,2.0,0.0,341.44398,8,4,1,41.9,3.6,21.385
2943776,3,2.0,0.0,428.52128,8,7,3,99.1,0.0,2.419
2943813,4,4.0,0.0,385.45832,5,5,2,67.3,5.0,2.153
2943827,2,1.0,0.0,330.76406,5,7,3,99.1,0.0,0.744
2943853,4,3.0,0.0,505.540723,6,7,2,111.0,4.8,1.186
2944320,2,1.0,0.0,365.46384,8,6,3,95.9,0.0,1.616
2944453,4,4.0,0.0,361.46006,4,5,2,86.3,4.7,1.637
2944497,4,3.0,0.0,511.932623,6,7,2,111.0,4.7,1.011
2944656,2,1.0,0.0,341.31656,5,9,3,145.0,0.0,0.132
2944755,2,1.0,0.0,346.82966,5,7,3,115.0,0.0,0.511
2945017,5,4.0,0.0,478.53844,7,4,2,76.7,5.1,1.881
2945131,2,1.0,0.0,217.0951,1,1,2,24.4,0.0,0.24
2945320,3,3.0,0.0,347.2065,5,3,1,47.3,2.9,0.501
2945620,3,3.0,0.0,367.40174,5,6,1,93.8,3.3,0.1
2946068,3,3.0,0.0,451.35562,7,2,2,58.2,5.5,2.022
2946624,3,3.0,0.0,381.42832,6,6,1,93.8,3.6,0.1
2946841,5,5.0,0.0,337.41706,4,2,2,40.7,5.8,1.427
2947268,3,3.0,0.0,454.60484,9,5,2,109.0,5.3,2.342
2947435,2,1.0,0.0,285.7665,4,4,1,38.8,0.0,0.233
2948119,4,4.0,0.0,350.343103,3,4,2,63.5,4.3,1.941
2948490,4,3.0,0.0,444.99742,8,4,3,63.0,0.0,3.834
2948526,2,1.0,0.0,322.78834,3,7,0,123.0,2.2,2.987
2948873,3,3.0,0.0,586.56065,8,12,2,175.0,3.6,1.858
2949054,1,1.0,0.0,359.84504,8,6,3,95.9,0.0,0.834
2949086,4,3.0,0.0,464.90094,4,5,1,98.5,4.3,1.336
2949121,3,2.0,0.0,385.45348,8,6,3,95.9,0.0,1.027
2949339,2,2.0,0.0,347.36244,8,7,3,105.0,0.0,1.292
2949352,2,1.0,0.0,358.81722,6,7,2,90.3,0.0,0.176
2949392,3,2.0,0.0,384.36302,7,3,1,37.8,0.0,0.1
2949414,3,2.0,0.0,399.48006,9,6,3,95.9,0.0,0.781
2949476,2,1.0,0.0,393.517,8,6,3,95.9,0.0,0.778
2949532,3,3.0,0.0,340.84654,7,3,2,34.2,0.0,8.34
2949965,4,3.0,0.0,318.41548,4,4,1,41.0,4.7,0.568
2950007,4,3.0,0.0,407.48544,5,6,1,93.4,3.6,2.829
2951451,2,1.0,0.0,444.00782,12,6,3,72.1,0.0,0.87
2951463,5,3.0,0.0,456.57928,2,5,2,64.7,5.1,2.269
2951532,3,3.0,0.0,444.336623,8,4,1,30.5,5.4,2.413
2951748,5,4.0,0.0,438.52094,5,5,0,58.6,4.5,1.921
2951909,4,3.0,0.0,386.87522,6,6,3,68.3,0.0,0.1
2952060,4,3.0,0.0,416.9012,7,7,3,77.5,0.0,0.465
2952312,4,4.0,0.0,423.93514,7,3,3,59.8,0.0,2.755
2952401,5,3.0,0.0,451.56276,5,5,1,60.3,4.0,2.055
2952991,3,3.0,0.0,395.68144,5,5,4,70.1,0.0,0.801
2953060,3,3.0,0.0,285.2979,4,6,2,88.2,3.3,12.577
2953511,5,3.0,0.0,506.6165,6,7,1,90.6,3.2,2.04
2954083,2,2.0,0.0,399.3346,7,3,2,74.6,4.6,2.05
2954199,2,1.0,0.0,303.18764,2,3,2,47.6,2.0,0.184
2954907,3,2.0,0.0,415.54896,7,5,1,78.1,2.3,0.1
2955071,4,3.0,0.0,384.34614,3,8,2,138.0,1.3,3.771
2955709,5,3.0,0.0,487.59002,8,6,1,73.3,3.8,2.143
2955964,5,3.0,0.0,521.62784,9,7,1,96.6,3.2,0.897
2956028,2,2.0,0.0,307.252246,2,5,2,87.0,2.9,4.36
2956146,7,3.0,0.0,470.60586,6,3,2,68.2,5.8,1.294
2956445,5,2.0,0.0,415.44124,0,6,1,106.0,2.3,0.253
2956995,4,3.0,0.0,332.44206,4,4,1,41.0,5.1,0.773
2957321,3,2.0,0.0,350.2502,5,3,1,32.7,3.7,3.397
2957574,4,2.0,0.0,400.57738,6,4,0,49.0,4.2,2.645
2958055,5,2.0,0.0,401.45772,0,5,2,99.6,3.5,1.41
2958875,6,1.0,0.0,427.60272,5,4,2,85.7,4.7,1.511
2959710,5,1.0,0.0,332.46036,4,3,2,86.4,4.3,2.289
2960774,4,3.0,0.0,448.98436,6,3,2,52.6,5.2,2.335
2960866,2,1.0,0.0,393.26228,6,7,2,90.3,0.0,0.151
2960990,2,1.0,0.0,451.73986,7,7,2,90.3,0.0,1.599
2961024,3,3.0,0.0,452.93,8,4,2,76.7,5.4,2.061
2961632,3,2.0,0.0,324.45982,7,3,0,15.7,4.1,0.799
2961787,5,5.0,0.0,461.46816,6,5,2,104.0,5.6,2.848
2961803,4,3.0,0.0,474.57464,9,5,1,107.0,3.1,2.029
2961942,4,2.0,0.0,343.46638,0,6,1,126.0,3.9,0.118
2962287,7,3.0,0.0,388.46226,4,4,1,73.0,4.1,1.548
2962373,3,2.0,0.0,534.31384,11,5,2,43.0,0.0,0.539
2962400,3,2.0,0.0,416.76906,7,3,2,30.5,0.0,1.17
2962427,3,2.0,0.0,440.80158,8,3,2,30.5,0.0,0.1
2962555,3,3.0,0.0,489.83244,9,3,3,50.4,0.0,2.527
2962999,3,1.0,0.0,423.481703,5,8,0,85.1,2.7,0.184
2965202,6,3.0,0.0,483.02218,7,5,2,86.9,0.0,1.864
2965319,3,3.0,0.0,423.93184,8,3,2,58.6,5.4,2.171
2965343,2,2.0,0.0,385.5396,11,4,1,39.7,5.4,0.416
2965432,4,3.0,0.0,423.93514,4,4,1,54.5,4.7,1.402
2965477,4,4.0,0.0,404.80592,3,5,1,101.0,4.4,0.809
2965660,5,4.0,0.0,491.33666,3,5,0,79.5,3.3,3.835
2965669,6,4.0,0.0,531.40052,4,6,0,67.8,4.1,0.384
2965686,6,4.0,0.0,486.94952,4,6,0,67.8,4.0,0.152
2966178,4,4.0,0.0,362.8123,4,5,2,70.9,3.8,1.643
2966258,5,1.0,0.0,334.90662,3,1,2,56.2,4.8,3.414
2966759,3,3.0,0.0,467.759043,8,5,2,43.4,0.0,2.831
2967148,3,3.0,0.0,497.43454,10,6,3,99.0,0.0,0.43
2967155,5,4.0,0.0,437.49312,5,4,3,91.6,4.2,0.982
2967309,5,2.0,0.0,467.35502,4,3,1,66.5,4.1,2.605
2967412,3,3.0,0.0,437.733063,7,4,2,34.2,0.0,0.78
2967529,3,3.0,0.0,511.46112,11,6,3,99.0,0.0,0.373
2967948,3,2.0,0.0,289.31304,3,6,0,106.0,1.0,3.702
2968011,3,3.0,0.0,375.2916,7,3,2,34.2,0.0,3.421
2968869,3,3.0,0.0,419.7426,7,3,2,34.2,0.0,0.802
2969098,4,3.0,0.0,483.58316,4,7,0,113.0,4.4,1.832
2969750,7,1.0,0.0,368.49246,2,3,2,74.6,4.3,2.436
2969985,3,3.0,0.0,358.837003,7,4,2,34.2,0.0,2.139
2970165,4,4.0,0.0,391.5324,8,5,0,72.1,4.2,0.284
2970596,3,2.0,0.0,437.75788,6,3,1,41.6,4.6,0.165
2970626,3,3.0,0.0,337.799623,5,4,1,75.2,3.4,2.017
2971269,2,1.0,0.0,304.42712,5,3,1,41.6,3.3,1.207
2971633,3,2.0,0.0,380.78628,5,7,1,118.0,2.1,0.562
2971954,5,2.0,0.0,501.80008,4,3,1,66.5,4.7,2.587
2972326,4,3.0,0.0,366.37392,3,6,0,95.6,4.4,0.483
2972590,4,2.0,0.0,387.38984,4,8,1,116.0,3.3,0.574
2973414,3,3.0,0.0,385.37396,6,8,1,116.0,3.4,0.652
2973487,6,5.0,0.0,493.59944,8,5,1,70.0,4.1,1.493
2973564,4,3.0,0.0,389.74998,2,8,1,116.0,3.6,0.131
2973578,3,3.0,0.0,389.79304,5,7,1,107.0,4.1,0.602
2973708,3,2.0,0.0,359.37974,5,7,1,107.0,3.6,0.534
2973742,3,0.0,0.0,338.52792,8,4,0,24.9,3.4,0.1
2973911,4,3.0,0.0,348.41824,3,4,1,81.1,4.0,2.836
2973957,3,3.0,0.0,376.83734,7,7,4,88.5,0.0,2.105
2974087,3,2.0,0.0,473.0059,6,7,0,101.0,3.6,2.211
2974249,3,3.0,0.0,385.6755,5,5,4,70.1,0.0,0.464
2974695,3,3.0,0.0,358.837003,7,4,2,34.2,0.0,6.987
2974731,6,2.0,0.0,545.7139,8,7,1,121.0,4.5,1.598
2974885,5,4.0,0.0,451.44371,3,7,0,63.4,3.7,0.506
2975020,4,3.0,0.0,467.50094,7,10,2,163.0,3.5,2.178
2975186,3,2.0,0.0,407.459083,6,7,1,87.3,1.9,0.142
2975239,3,3.0,0.0,339.34858,4,6,1,97.2,3.9,1.148
2975324,4,3.0,0.0,394.42708,4,7,1,101.0,3.6,0.25
2975679,2,2.0,0.0,366.45512,7,6,1,126.0,3.2,0.939
2975689,3,3.0,0.0,532.857263,11,8,2,99.4,0.0,2.13
2975897,4,2.0,0.0,375.37914,2,8,1,116.0,3.6,0.681
2976100,3,3.0,0.0,326.31006,3,7,1,110.0,2.5,0.582
2976153,3,3.0,0.0,365.25702,5,5,4,70.1,0.0,1.2
2976238,3,3.0,0.0,325.322,3,6,1,97.2,4.1,0.461
2976519,6,2.0,0.0,474.563226,6,6,1,74.9,5.6,2.254
2976659,5,4.0,0.0,444.4394,4,7,1,113.0,3.8,1.933
2976904,4,4.0,0.0,391.85022,5,5,2,67.3,4.5,1.858
2977331,4,2.0,0.0,444.9113,4,6,1,90.6,3.9,1.065
2977639,2,1.0,0.0,414.88048,10,8,3,108.0,0.0,0.136
2977923,3,2.0,0.0,416.53372,7,7,2,106.0,0.0,0.549
2978070,3,2.0,0.0,459.49226,8,9,2,136.0,0.0,0.156
2978079,6,2.0,0.0,477.61834,7,5,1,98.6,5.0,2.349
2978340,5,4.0,0.0,447.479826,4,6,0,63.4,3.8,0.708
2979096,4,4.0,0.0,341.44882,3,2,0,30.7,4.7,1.456
2979545,3,3.0,0.0,433.38516,9,3,2,42.8,0.0,1.432
2980951,4,2.0,0.0,457.90676,9,6,3,97.9,2.8,13.329
2982122,3,3.0,0.0,421.29706,5,4,2,95.7,4.8,1.95
2982322,4,4.0,0.0,440.937543,9,4,3,46.3,0.0,0.196
2982540,3,2.0,0.0,441.3912,10,5,2,43.0,0.0,0.125
2982591,3,3.0,0.0,358.837003,7,4,2,34.2,0.0,1.45
2982702,3,2.0,0.0,479.0088,11,6,2,69.3,0.0,0.133
2983229,4,2.0,0.0,512.4603,7,7,1,81.7,3.1,2.313
2983841,4,3.0,0.0,410.44632,4,7,1,129.0,3.4,0.895
2984782,2,1.0,0.0,392.75878,8,3,2,30.5,0.0,0.942
2986305,3,3.0,0.0,282.36016,2,4,1,84.2,4.1,0.638
2986780,5,3.0,0.0,473.56344,8,6,1,73.3,3.4,0.851
2987903,4,3.0,0.0,359.464183,5,6,0,72.1,3.2,0.777
2988458,3,2.0,0.0,436.947303,9,5,2,50.8,0.0,0.393
2988713,4,3.0,0.0,362.44482,3,4,1,81.1,4.4,2.492
2989697,2,2.0,0.0,377.751006,5,8,1,107.0,2.5,1.525
2990902,2,2.0,0.0,339.79726,4,5,1,97.4,2.3,2.314
2992149,3,2.0,0.0,453.93966,7,7,1,96.6,2.4,0.524
2992992,2,1.0,0.0,345.92772,7,4,1,47.0,0.0,0.1
2993447,2,1.0,0.0,286.86382,4,3,1,31.8,0.0,0.852
2993546,3,2.0,0.0,346.89418,6,3,1,15.7,0.0,0.378
2994655,3,3.0,0.0,323.21704,5,2,1,27.0,0.0,0.708
2995879,3,2.0,0.0,346.89418,6,3,1,15.7,0.0,0.988
2996559,3,2.0,0.0,301.2973,3,5,1,91.3,2.9,0.105
2997076,3,3.0,0.0,335.85492,6,5,2,80.9,0.0,60.0
2997535,3,2.0,0.0,444.54712,6,6,2,107.0,2.6,0.72
2997839,4,3.0,0.0,468.52546,6,7,2,135.0,3.9,2.204
2997879,4,1.0,0.0,465.41405,2,3,0,9.5,0.0,0.263
2997997,3,2.0,0.0,405.504506,6,6,1,60.9,5.5,0.384
2998096,5,5.0,0.0,404.50794,4,5,0,101.0,4.1,0.1
2998271,3,2.0,0.0,425.60676,7,5,2,59.8,4.5,0.488
2998337,4,3.0,0.0,411.5205,7,6,0,100.0,3.7,0.479
2998537,4,3.0,0.0,446.95032,6,5,1,92.7,3.7,2.63
2998597,2,1.0,0.0,345.88796,5,5,1,61.0,2.0,0.1
2998720,2,2.0,0.0,377.487182,5,4,0,59.1,4.1,0.148
2998748,4,3.0,0.0,427.53974,5,6,1,116.0,3.4,2.678
2998919,3,3.0,0.0,398.47868,8,5,2,111.0,3.1,1.137
2998941,3,2.0,0.0,443.49286,7,8,3,119.0,0.0,0.1
2999476,5,3.0,0.0,427.49668,6,9,0,130.0,3.9,0.62
3000185,4,2.0,0.0,535.56676,8,12,3,183.0,0.0,1.883
3005572,3,3.0,0.0,598.08314,14,9,4,145.0,0.0,28.439
3032310,2,1.0,0.0,149.21288,0,1,1,44.1,1.8,0.487
3074368,3,2.0,0.0,375.30272,5,3,1,26.7,3.1,0.324
3089037,4,3.0,0.0,385.54114,4,2,1,23.5,5.7,2.426
3089113,3,3.0,0.0,326.2637,1,6,0,124.0,1.8,1.981
3089114,3,3.0,0.0,312.23712,1,6,0,124.0,2.1,0.524
3089115,3,3.0,0.0,326.2637,1,6,0,124.0,2.1,1.91
3089181,3,3.0,0.0,311.25236,2,6,1,133.0,3.0,0.475
3089359,2,2.0,0.0,344.27898,3,6,2,150.0,1.6,1.632
3090520,4,4.0,0.0,401.25266,4,6,0,87.2,3.9,1.106
3090962,3,2.0,0.0,562.24564,0,7,0,64.6,3.6,1.043
3091258,2,2.0,0.0,446.77842,6,3,3,94.5,5.1,3.39
3091267,2,2.0,0.0,536.08702,6,3,3,94.5,6.6,1.651
3092684,2,1.0,0.0,427.62452,3,7,1,133.0,2.5,0.9
3093457,2,2.0,0.0,437.17092,4,2,3,85.2,5.1,2.31
3093479,2,2.0,0.0,512.19446,5,5,3,140.0,5.5,1.599
3095090,4,3.0,0.0,461.42686,3,7,2,153.0,4.4,0.992
3100156,4,3.0,0.0,334.2824,1,5,1,103.0,3.2,0.354
3100199,2,2.0,0.0,371.23838,4,4,2,91.7,5.0,2.409
3101357,3,2.0,0.0,313.26494,1,5,0,112.0,2.6,0.7
3101746,3,1.0,0.0,316.30864,3,7,0,85.8,0.2,2.336
3103704,3,3.0,0.0,452.20514,5,7,1,148.0,3.8,1.107
3105413,3,2.0,0.0,369.37126,3,5,0,112.0,3.7,0.206
3106673,3,2.0,0.0,328.27628,4,6,0,110.0,1.9,0.358
3107732,3,2.0,0.0,413.42382,5,6,0,121.0,4.0,0.187
3111269,2,1.0,0.0,338.31592,5,7,1,133.0,0.9,0.582
3111378,3,2.0,0.0,307.34318,5,4,1,57.6,2.1,30.0
3113079,2,2.0,0.0,176.17532,1,4,1,59.3,1.3,0.778
3113799,3,2.0,0.0,283.32508,1,4,0,52.3,3.6,2.855
3114342,5,3.0,0.0,574.75344,14,8,2,71.9,3.3,0.789
3114905,4,4.0,0.0,425.455983,4,7,1,141.0,5.5,1.915
3116196,3,3.0,0.0,392.36484,4,6,1,134.0,3.6,0.799
3118522,2,2.0,0.0,302.2423,2,6,1,134.0,2.0,0.193
3119208,4,3.0,0.0,445.46722,2,5,0,112.0,5.6,0.17
3119630,6,2.0,0.0,372.50262,2,2,1,32.3,5.5,0.78
3120539,2,2.0,0.0,323.32442,5,7,1,135.0,2.2,1.27
3121367,4,2.0,0.0,436.59294,6,6,2,73.4,6.0,1.698
3124694,2,1.0,0.0,360.29998,3,9,1,192.0,1.7,2.775
3128535,1,1.0,0.0,245.3649,6,5,1,108.0,2.8,1.042
3129026,3,2.0,0.0,369.37126,2,6,1,121.0,3.1,0.632
3129243,3,3.0,0.0,334.41158,5,3,2,62.2,4.4,0.348
3129244,3,3.0,0.0,334.41158,6,3,2,62.2,4.6,0.502
3129248,3,3.0,0.0,364.43756,7,4,2,71.4,4.5,0.435
3129251,3,3.0,0.0,368.85664,6,3,2,62.2,5.2,0.268
3129563,3,3.0,0.0,455.341706,9,10,1,34.4,5.4,1.711
3129782,3,2.0,0.0,471.58908,11,7,2,81.3,5.1,60.0
3130165,2,2.0,0.0,294.24344,2,7,1,162.0,1.8,1.136
3130863,4,4.0,0.0,410.41988,8,6,2,115.0,1.2,2.252
3132202,3,3.0,0.0,322.35782,4,4,2,71.4,3.2,1.071
3132241,6,5.0,0.0,524.58696,6,6,1,98.9,5.5,1.807
3132782,2,2.0,0.0,321.24564,4,8,0,149.0,2.0,0.647
